Loan_duration,Credit_history,Purpose,Credit_amount,Savings_status,Employment_length,Installment_commitment,Personal_status,Residence_since,Property_magnitude,Age,Other_payment_plans,House_ownership,Existing_credits,Job,Num_dependents,Class
6.0,all paid,new car,931.0,300.0,0.5,1.0,female div/dep/mar,1.0,life insurance,32.0,stores,own,1.0,unskilled resident,1.0,0
24.0,existing paid,new car,1442.0,50.0,5.5,4.0,female div/dep/mar,4.0,car,23.0,none,rent,2.0,skilled,1.0,0
24.0,no credits/all paid,business,4241.0,50.0,2.5,1.0,male single,4.0,real estate,36.0,none,own,3.0,unskilled resident,1.0,0
18.0,critical/other existing credit,new car,2775.0,50.0,5.5,2.0,male single,2.0,life insurance,31.0,bank,own,2.0,skilled,1.0,0
24.0,delayed previously,business,3863.0,50.0,2.5,1.0,male single,2.0,no known property,32.0,none,for free,1.0,skilled,1.0,1
7.0,existing paid,radio/tv,2329.0,50.0,0.5,1.0,female div/dep/mar,1.0,real estate,45.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,furniture/equipment,918.0,50.0,2.5,4.0,female div/dep/mar,1.0,life insurance,30.0,none,own,1.0,skilled,1.0,0
24.0,all paid,education,1837.0,50.0,5.5,4.0,female div/dep/mar,4.0,no known property,34.0,bank,for free,1.0,unskilled resident,1.0,0
36.0,existing paid,furniture/equipment,3349.0,50.0,2.5,4.0,female div/dep/mar,2.0,car,28.0,none,own,1.0,high qualif/self emp/mgmt,1.0,0
10.0,existing paid,furniture/equipment,1275.0,50.0,0.5,4.0,female div/dep/mar,2.0,life insurance,23.0,none,own,1.0,skilled,1.0,1
24.0,all paid,furniture/equipment,2828.0,750.0,2.5,4.0,male single,4.0,real estate,22.0,stores,own,1.0,skilled,1.0,1
24.0,critical/other existing credit,business,4526.0,50.0,2.5,3.0,male single,2.0,real estate,74.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
36.0,existing paid,radio/tv,2671.0,300.0,2.5,4.0,female div/dep/mar,4.0,no known property,50.0,none,for free,1.0,skilled,1.0,0
18.0,existing paid,radio/tv,2051.0,50.0,0.5,4.0,male single,1.0,real estate,33.0,none,own,1.0,skilled,1.0,1
15.0,existing paid,used car,1300.0,0.0,7.0,4.0,male single,4.0,no known property,45.0,bank,for free,1.0,skilled,2.0,1
12.0,existing paid,domestic appliance,741.0,300.0,0.0,4.0,female div/dep/mar,3.0,life insurance,22.0,none,own,1.0,skilled,1.0,0
10.0,existing paid,new car,1240.0,300.0,7.0,1.0,female div/dep/mar,4.0,no known property,48.0,none,for free,1.0,unskilled resident,2.0,0
21.0,existing paid,radio/tv,3357.0,1000.0,0.5,4.0,female div/dep/mar,2.0,car,29.0,bank,own,1.0,skilled,1.0,1
24.0,all paid,used car,3632.0,50.0,2.5,1.0,female div/dep/mar,4.0,car,22.0,bank,rent,1.0,skilled,1.0,1
18.0,delayed previously,furniture/equipment,1808.0,50.0,5.5,4.0,female div/dep/mar,1.0,real estate,22.0,none,own,1.0,skilled,1.0,0
48.0,no credits/all paid,business,12204.0,0.0,2.5,2.0,male single,2.0,car,48.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,1
60.0,delayed previously,radio/tv,9157.0,0.0,2.5,2.0,male single,2.0,no known property,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
6.0,critical/other existing credit,new car,3676.0,50.0,2.5,1.0,male single,3.0,real estate,37.0,none,rent,3.0,skilled,2.0,1
30.0,existing paid,furniture/equipment,3441.0,300.0,2.5,2.0,female div/dep/mar,4.0,car,21.0,none,rent,1.0,skilled,1.0,0
12.0,existing paid,new car,640.0,50.0,2.5,4.0,male div/sep,2.0,real estate,49.0,none,own,1.0,unskilled resident,1.0,1
21.0,critical/other existing credit,business,3652.0,50.0,5.5,2.0,male single,3.0,life insurance,27.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,new car,1530.0,50.0,2.5,3.0,male single,2.0,life insurance,32.0,bank,own,2.0,skilled,1.0,0
48.0,existing paid,business,3914.0,0.0,2.5,4.0,male div/sep,2.0,real estate,38.0,bank,own,1.0,skilled,1.0,0
12.0,existing paid,furniture/equipment,1858.0,50.0,0.5,4.0,female div/dep/mar,1.0,car,22.0,none,rent,1.0,skilled,1.0,1
18.0,existing paid,radio/tv,2600.0,50.0,2.5,4.0,male single,4.0,no known property,65.0,none,for free,2.0,skilled,1.0,0
15.0,existing paid,radio/tv,1979.0,0.0,7.0,4.0,male single,2.0,car,35.0,none,own,1.0,skilled,1.0,1
6.0,existing paid,furniture/equipment,2116.0,50.0,2.5,2.0,male single,2.0,real estate,41.0,none,own,1.0,skilled,1.0,1
9.0,all paid,new car,1437.0,300.0,5.5,2.0,male single,3.0,no known property,29.0,none,own,1.0,skilled,1.0,0
42.0,critical/other existing credit,furniture/equipment,4042.0,750.0,2.5,4.0,male single,4.0,real estate,36.0,none,own,2.0,skilled,1.0,1
9.0,existing paid,education,3832.0,0.0,7.0,1.0,male single,4.0,real estate,64.0,none,own,1.0,unskilled resident,1.0,1
24.0,existing paid,radio/tv,3660.0,50.0,2.5,2.0,female div/dep/mar,4.0,car,28.0,none,own,1.0,skilled,1.0,1
18.0,all paid,furniture/equipment,1553.0,50.0,2.5,4.0,male single,3.0,car,44.0,bank,own,1.0,skilled,1.0,0
15.0,existing paid,radio/tv,1444.0,0.0,0.5,4.0,male single,1.0,life insurance,23.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,furniture/equipment,1980.0,50.0,0.5,2.0,female div/dep/mar,2.0,car,19.0,none,rent,2.0,skilled,1.0,0
24.0,existing paid,new car,1355.0,50.0,0.5,3.0,female div/dep/mar,4.0,car,25.0,none,own,1.0,unskilled resident,1.0,0
12.0,existing paid,education,1393.0,50.0,7.0,4.0,male single,4.0,life insurance,47.0,bank,own,3.0,skilled,2.0,1
24.0,existing paid,radio/tv,1376.0,750.0,5.5,4.0,female div/dep/mar,1.0,car,28.0,none,own,1.0,skilled,1.0,1
60.0,delayed previously,radio/tv,15653.0,50.0,5.5,2.0,male single,4.0,car,21.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,radio/tv,1493.0,50.0,0.5,4.0,female div/dep/mar,3.0,car,34.0,none,own,1.0,skilled,2.0,1
42.0,delayed previously,radio/tv,4370.0,50.0,5.5,3.0,male single,2.0,life insurance,26.0,bank,own,2.0,skilled,2.0,0
18.0,existing paid,education,750.0,50.0,0.0,4.0,female div/dep/mar,1.0,real estate,27.0,none,own,1.0,unemp/unskilled non res,1.0,0
15.0,existing paid,repairs,1308.0,50.0,7.0,4.0,male single,4.0,car,38.0,none,own,2.0,unskilled resident,1.0,1
15.0,existing paid,education,4623.0,300.0,2.5,3.0,male single,2.0,life insurance,40.0,none,own,1.0,high qualif/self emp/mgmt,1.0,0
24.0,critical/other existing credit,radio/tv,1851.0,50.0,5.5,4.0,male mar/wid,2.0,car,33.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,radio/tv,1880.0,50.0,5.5,4.0,male mar/wid,1.0,life insurance,32.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
36.0,delayed previously,business,7980.0,0.0,0.5,4.0,male single,4.0,car,27.0,none,rent,2.0,skilled,1.0,0
30.0,no credits/all paid,furniture/equipment,4583.0,50.0,2.5,2.0,male div/sep,2.0,real estate,32.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,new car,1386.0,750.0,2.5,2.0,female div/dep/mar,2.0,life insurance,26.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,new car,947.0,50.0,5.5,4.0,male single,3.0,no known property,38.0,bank,for free,1.0,skilled,2.0,0
12.0,existing paid,education,684.0,50.0,2.5,4.0,male single,4.0,car,40.0,none,rent,1.0,unskilled resident,2.0,0
48.0,existing paid,education,7476.0,50.0,5.5,4.0,male single,1.0,no known property,50.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,furniture/equipment,1922.0,50.0,2.5,4.0,male single,2.0,life insurance,37.0,none,own,1.0,unskilled resident,1.0,0
24.0,existing paid,new car,2303.0,50.0,7.0,4.0,male single,1.0,real estate,45.0,none,own,1.0,skilled,1.0,0
36.0,delayed previously,new car,8086.0,300.0,7.0,2.0,male single,4.0,car,42.0,none,own,4.0,high qualif/self emp/mgmt,1.0,0
24.0,critical/other existing credit,used car,2346.0,50.0,5.5,4.0,male single,3.0,car,35.0,none,own,2.0,skilled,1.0,1
14.0,existing paid,new car,3973.0,50.0,0.0,1.0,male single,4.0,no known property,22.0,none,for free,1.0,skilled,1.0,1
12.0,existing paid,new car,888.0,50.0,7.0,4.0,male single,4.0,car,41.0,bank,own,1.0,unskilled resident,2.0,0
48.0,existing paid,radio/tv,10222.0,0.0,5.5,4.0,male single,3.0,car,37.0,stores,own,1.0,skilled,1.0,1
30.0,no credits/all paid,business,4221.0,50.0,2.5,2.0,female div/dep/mar,1.0,car,28.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,furniture/equipment,6361.0,50.0,7.0,2.0,male single,1.0,no known property,41.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,radio/tv,1297.0,50.0,2.5,3.0,male mar/wid,4.0,real estate,23.0,none,rent,1.0,skilled,1.0,1
12.0,existing paid,new car,900.0,0.0,2.5,4.0,male mar/wid,2.0,car,23.0,none,own,1.0,skilled,1.0,0
21.0,existing paid,furniture/equipment,2241.0,50.0,7.0,4.0,male single,2.0,real estate,50.0,none,own,2.0,skilled,1.0,1
6.0,delayed previously,furniture/equipment,1050.0,50.0,0.0,4.0,male single,1.0,life insurance,35.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,1
6.0,critical/other existing credit,education,1047.0,50.0,2.5,2.0,female div/dep/mar,4.0,life insurance,50.0,none,own,1.0,unskilled resident,1.0,1
24.0,critical/other existing credit,other,6314.0,50.0,0.0,4.0,male single,2.0,no known property,27.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,1
30.0,all paid,furniture/equipment,3496.0,1000.0,2.5,4.0,male single,2.0,car,34.0,stores,own,1.0,skilled,2.0,1
48.0,all paid,business,3609.0,50.0,2.5,1.0,female div/dep/mar,1.0,real estate,27.0,stores,own,1.0,skilled,1.0,1
12.0,critical/other existing credit,new car,4843.0,50.0,7.0,3.0,male single,4.0,life insurance,43.0,none,rent,2.0,skilled,1.0,0
30.0,critical/other existing credit,radio/tv,3017.0,50.0,7.0,4.0,male single,4.0,life insurance,47.0,none,own,1.0,skilled,1.0,1
24.0,critical/other existing credit,business,4139.0,300.0,2.5,3.0,male single,3.0,life insurance,27.0,none,own,2.0,unskilled resident,1.0,1
36.0,existing paid,business,5742.0,300.0,5.5,2.0,male single,2.0,car,31.0,none,own,2.0,skilled,1.0,1
60.0,existing paid,new car,10366.0,50.0,7.0,2.0,male single,4.0,life insurance,42.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
6.0,critical/other existing credit,new car,2080.0,750.0,2.5,1.0,male mar/wid,2.0,car,24.0,none,own,1.0,skilled,1.0,1
21.0,delayed previously,business,2580.0,750.0,0.5,4.0,male single,2.0,real estate,41.0,bank,own,1.0,unskilled resident,2.0,0
30.0,critical/other existing credit,radio/tv,4530.0,50.0,5.5,4.0,female div/dep/mar,4.0,car,26.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
24.0,critical/other existing credit,furniture/equipment,5150.0,50.0,7.0,4.0,male single,4.0,car,33.0,none,own,1.0,skilled,1.0,1
72.0,existing paid,radio/tv,5595.0,300.0,2.5,2.0,male mar/wid,2.0,car,24.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,radio/tv,2384.0,50.0,7.0,4.0,male single,4.0,real estate,64.0,bank,rent,1.0,unskilled resident,1.0,1
18.0,existing paid,radio/tv,1453.0,50.0,0.5,3.0,female div/dep/mar,1.0,real estate,26.0,none,own,1.0,skilled,1.0,1
6.0,existing paid,education,1538.0,50.0,0.5,1.0,female div/dep/mar,2.0,no known property,56.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,radio/tv,2279.0,0.0,2.5,4.0,male single,4.0,no known property,37.0,none,for free,1.0,skilled,1.0,1
15.0,delayed previously,radio/tv,1478.0,50.0,2.5,4.0,male mar/wid,3.0,real estate,33.0,bank,own,2.0,skilled,1.0,1
24.0,critical/other existing credit,radio/tv,5103.0,50.0,0.5,3.0,male mar/wid,3.0,no known property,47.0,none,for free,3.0,skilled,1.0,1
36.0,delayed previously,business,9857.0,300.0,5.5,1.0,male single,3.0,life insurance,31.0,none,own,2.0,unskilled resident,2.0,1
60.0,existing paid,new car,6527.0,0.0,2.5,4.0,male single,4.0,no known property,34.0,none,for free,1.0,skilled,2.0,1
10.0,critical/other existing credit,radio/tv,1347.0,0.0,5.5,4.0,male single,2.0,life insurance,27.0,none,own,2.0,skilled,1.0,1
36.0,delayed previously,new car,2862.0,300.0,7.0,4.0,male single,3.0,no known property,30.0,none,for free,1.0,skilled,1.0,1
9.0,existing paid,radio/tv,2753.0,300.0,7.0,3.0,male single,4.0,car,35.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,new car,3651.0,1000.0,2.5,1.0,male single,3.0,life insurance,31.0,none,own,1.0,skilled,2.0,1
15.0,critical/other existing credit,furniture/equipment,975.0,50.0,2.5,2.0,male div/sep,3.0,life insurance,25.0,none,own,2.0,skilled,1.0,1
15.0,existing paid,repairs,2631.0,300.0,2.5,3.0,female div/dep/mar,2.0,real estate,25.0,none,own,1.0,unskilled resident,1.0,1
24.0,existing paid,radio/tv,2896.0,300.0,0.5,2.0,male single,1.0,car,29.0,none,own,1.0,skilled,1.0,1
6.0,critical/other existing credit,new car,4716.0,0.0,0.5,1.0,male single,3.0,real estate,44.0,none,own,2.0,unskilled resident,2.0,1
24.0,existing paid,radio/tv,2284.0,50.0,5.5,4.0,male single,2.0,car,28.0,none,own,1.0,skilled,1.0,1
6.0,existing paid,used car,1236.0,750.0,2.5,2.0,male single,4.0,life insurance,50.0,none,rent,1.0,skilled,1.0,1
12.0,existing paid,radio/tv,1103.0,50.0,5.5,4.0,male single,3.0,real estate,29.0,none,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,new car,926.0,50.0,0.0,1.0,female div/dep/mar,2.0,life insurance,38.0,none,own,1.0,unemp/unskilled non res,1.0,1
18.0,critical/other existing credit,radio/tv,1800.0,50.0,2.5,4.0,male single,2.0,car,24.0,none,own,2.0,skilled,1.0,1
15.0,existing paid,education,1905.0,50.0,7.0,4.0,male single,4.0,car,40.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,furniture/equipment,1123.0,750.0,2.5,4.0,female div/dep/mar,4.0,car,29.0,none,rent,1.0,unskilled resident,1.0,0
48.0,critical/other existing credit,used car,6331.0,50.0,7.0,4.0,male single,4.0,no known property,46.0,none,for free,2.0,skilled,1.0,0
24.0,existing paid,radio/tv,1377.0,300.0,7.0,4.0,female div/dep/mar,2.0,no known property,47.0,none,for free,1.0,skilled,1.0,1
30.0,delayed previously,business,2503.0,300.0,7.0,4.0,male single,2.0,life insurance,41.0,stores,own,2.0,skilled,1.0,1
27.0,existing paid,business,2528.0,50.0,0.5,4.0,female div/dep/mar,1.0,life insurance,32.0,none,own,1.0,skilled,2.0,1
15.0,existing paid,new car,5324.0,750.0,7.0,1.0,female div/dep/mar,4.0,no known property,35.0,none,for free,1.0,skilled,1.0,1
48.0,existing paid,new car,6560.0,300.0,5.5,3.0,male single,2.0,life insurance,24.0,none,own,1.0,skilled,1.0,0
12.0,no credits/all paid,furniture/equipment,2969.0,50.0,0.5,4.0,female div/dep/mar,3.0,life insurance,25.0,none,rent,2.0,skilled,1.0,0
9.0,existing paid,radio/tv,1206.0,50.0,7.0,4.0,female div/dep/mar,4.0,real estate,25.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,radio/tv,2118.0,50.0,2.5,2.0,male single,2.0,real estate,37.0,none,own,1.0,unskilled resident,2.0,1
18.0,critical/other existing credit,radio/tv,629.0,750.0,7.0,4.0,male single,3.0,life insurance,32.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,1
6.0,all paid,education,1198.0,50.0,7.0,4.0,female div/dep/mar,4.0,no known property,35.0,none,for free,1.0,skilled,1.0,0
21.0,existing paid,used car,2476.0,0.0,7.0,4.0,male single,4.0,real estate,46.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
9.0,critical/other existing credit,radio/tv,1138.0,50.0,2.5,4.0,male single,4.0,real estate,25.0,none,own,2.0,unskilled resident,1.0,1
60.0,existing paid,new car,14027.0,50.0,5.5,4.0,male single,2.0,no known property,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,0
30.0,critical/other existing credit,used car,7596.0,0.0,7.0,1.0,male single,4.0,car,63.0,none,own,2.0,skilled,1.0,1
30.0,critical/other existing credit,radio/tv,3077.0,0.0,7.0,3.0,male single,2.0,car,40.0,none,own,2.0,skilled,2.0,1
18.0,existing paid,radio/tv,1505.0,50.0,2.5,4.0,male single,2.0,no known property,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
24.0,critical/other existing credit,radio/tv,3148.0,0.0,2.5,3.0,male single,2.0,car,31.0,none,own,2.0,skilled,1.0,1
20.0,no credits/all paid,used car,6148.0,300.0,7.0,3.0,male mar/wid,4.0,car,31.0,bank,own,2.0,skilled,1.0,1
9.0,no credits/all paid,radio/tv,1337.0,50.0,0.5,4.0,male single,2.0,car,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,0
6.0,all paid,education,433.0,1000.0,0.5,4.0,female div/dep/mar,2.0,life insurance,24.0,bank,rent,1.0,skilled,2.0,0
12.0,existing paid,new car,1228.0,50.0,2.5,4.0,female div/dep/mar,2.0,real estate,24.0,none,own,1.0,unskilled resident,1.0,0
9.0,existing paid,radio/tv,790.0,750.0,2.5,4.0,female div/dep/mar,3.0,real estate,66.0,none,own,1.0,unskilled resident,1.0,1
27.0,existing paid,new car,2570.0,50.0,2.5,3.0,female div/dep/mar,3.0,real estate,21.0,none,rent,1.0,skilled,1.0,0
6.0,critical/other existing credit,new car,250.0,1000.0,2.5,2.0,female div/dep/mar,2.0,real estate,41.0,bank,own,2.0,unskilled resident,1.0,1
15.0,critical/other existing credit,radio/tv,1316.0,750.0,2.5,2.0,male mar/wid,2.0,life insurance,47.0,none,own,2.0,unskilled resident,1.0,1
18.0,existing paid,radio/tv,1882.0,50.0,2.5,4.0,female div/dep/mar,4.0,car,25.0,bank,rent,2.0,skilled,1.0,0
48.0,all paid,business,6416.0,50.0,7.0,4.0,female div/dep/mar,3.0,no known property,59.0,none,rent,1.0,skilled,1.0,0
24.0,critical/other existing credit,business,1275.0,1000.0,2.5,2.0,male div/sep,4.0,real estate,36.0,none,own,2.0,skilled,1.0,1
24.0,delayed previously,radio/tv,6403.0,50.0,0.5,1.0,male single,2.0,car,33.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,1987.0,50.0,2.5,2.0,male single,4.0,real estate,21.0,none,rent,1.0,unskilled resident,2.0,0
8.0,existing paid,radio/tv,760.0,50.0,5.5,4.0,female div/dep/mar,2.0,real estate,44.0,none,own,1.0,unskilled resident,1.0,1
24.0,existing paid,used car,2603.0,1000.0,2.5,2.0,female div/dep/mar,4.0,car,28.0,none,rent,1.0,skilled,1.0,1
4.0,critical/other existing credit,new car,3380.0,50.0,5.5,1.0,female div/dep/mar,1.0,real estate,37.0,none,own,1.0,skilled,2.0,1
36.0,all paid,domestic appliance,3990.0,0.0,0.5,3.0,female div/dep/mar,2.0,no known property,29.0,bank,own,1.0,unemp/unskilled non res,1.0,1
24.0,existing paid,used car,11560.0,50.0,2.5,1.0,female div/dep/mar,4.0,car,23.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,0
18.0,existing paid,new car,4380.0,300.0,2.5,3.0,male single,4.0,car,35.0,none,own,1.0,unskilled resident,2.0,1
6.0,critical/other existing credit,new car,6761.0,50.0,5.5,1.0,male single,3.0,no known property,45.0,none,own,2.0,high qualif/self emp/mgmt,2.0,1
30.0,no credits/all paid,business,4280.0,300.0,2.5,4.0,female div/dep/mar,4.0,car,26.0,none,rent,2.0,unskilled resident,1.0,0
24.0,all paid,new car,2325.0,300.0,5.5,2.0,male single,3.0,car,32.0,bank,own,1.0,skilled,1.0,1
10.0,all paid,radio/tv,1048.0,50.0,2.5,4.0,male single,4.0,real estate,23.0,stores,own,1.0,unskilled resident,1.0,1
21.0,existing paid,radio/tv,3160.0,0.0,7.0,4.0,male single,3.0,life insurance,41.0,none,own,1.0,skilled,1.0,1
24.0,all paid,furniture/equipment,2483.0,750.0,2.5,4.0,male single,4.0,real estate,22.0,stores,own,1.0,skilled,1.0,1
39.0,critical/other existing credit,furniture/equipment,14179.0,0.0,5.5,4.0,male single,4.0,life insurance,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
13.0,critical/other existing credit,business,1797.0,50.0,0.5,3.0,male single,1.0,life insurance,28.0,bank,own,2.0,unskilled resident,1.0,1
15.0,existing paid,new car,2511.0,50.0,0.0,1.0,female div/dep/mar,4.0,car,23.0,none,rent,1.0,skilled,1.0,1
12.0,existing paid,new car,1274.0,50.0,0.5,3.0,female div/dep/mar,1.0,real estate,37.0,none,own,1.0,unskilled resident,1.0,0
21.0,existing paid,used car,5248.0,0.0,2.5,1.0,male single,3.0,car,26.0,none,own,1.0,skilled,1.0,1
15.0,existing paid,used car,3029.0,50.0,5.5,2.0,male single,2.0,car,33.0,none,own,1.0,skilled,1.0,1
6.0,existing paid,furniture/equipment,428.0,50.0,7.0,2.0,female div/dep/mar,1.0,life insurance,49.0,bank,own,1.0,skilled,1.0,1
18.0,existing paid,new car,976.0,50.0,0.5,1.0,female div/dep/mar,2.0,car,23.0,none,own,1.0,unskilled resident,1.0,0
12.0,existing paid,business,841.0,300.0,5.5,2.0,female div/dep/mar,4.0,real estate,23.0,none,rent,1.0,unskilled resident,1.0,1
30.0,critical/other existing credit,radio/tv,5771.0,50.0,5.5,4.0,female div/dep/mar,2.0,car,25.0,none,own,2.0,skilled,1.0,1
12.0,delayed previously,repairs,1555.0,1000.0,7.0,4.0,male single,4.0,no known property,55.0,none,for free,2.0,skilled,2.0,0
24.0,existing paid,new car,1285.0,0.0,5.5,4.0,female div/dep/mar,4.0,no known property,32.0,none,rent,1.0,skilled,1.0,0
6.0,critical/other existing credit,new car,1299.0,50.0,2.5,1.0,male single,1.0,real estate,74.0,none,own,3.0,unemp/unskilled non res,2.0,1
15.0,critical/other existing credit,radio/tv,1271.0,0.0,2.5,3.0,male single,4.0,no known property,39.0,none,for free,2.0,skilled,1.0,0
24.0,existing paid,new car,1393.0,50.0,2.5,2.0,male single,2.0,real estate,31.0,none,own,1.0,skilled,1.0,1
12.0,critical/other existing credit,new car,691.0,50.0,7.0,4.0,male single,3.0,life insurance,35.0,none,own,2.0,skilled,1.0,0
15.0,critical/other existing credit,new car,5045.0,0.0,7.0,1.0,female div/dep/mar,4.0,car,59.0,none,own,1.0,skilled,1.0,1
18.0,critical/other existing credit,furniture/equipment,2124.0,50.0,2.5,4.0,female div/dep/mar,4.0,real estate,24.0,none,rent,2.0,skilled,1.0,0
12.0,existing paid,radio/tv,2214.0,50.0,2.5,4.0,male single,3.0,life insurance,24.0,none,own,1.0,unskilled resident,1.0,1
21.0,critical/other existing credit,new car,12680.0,0.0,7.0,4.0,male single,4.0,no known property,30.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,0
24.0,critical/other existing credit,new car,2463.0,300.0,5.5,4.0,male mar/wid,3.0,life insurance,27.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,radio/tv,1155.0,50.0,7.0,3.0,male mar/wid,3.0,real estate,40.0,bank,own,2.0,unskilled resident,1.0,1
30.0,existing paid,furniture/equipment,3108.0,50.0,0.5,2.0,male div/sep,4.0,life insurance,31.0,none,own,1.0,unskilled resident,1.0,0
10.0,existing paid,used car,2901.0,0.0,0.5,1.0,female div/dep/mar,4.0,real estate,31.0,none,rent,1.0,skilled,1.0,1
12.0,critical/other existing credit,furniture/equipment,3617.0,50.0,7.0,1.0,male single,4.0,car,28.0,none,rent,3.0,skilled,1.0,1
12.0,critical/other existing credit,radio/tv,1655.0,50.0,7.0,2.0,male single,4.0,real estate,63.0,none,own,2.0,unskilled resident,1.0,1
24.0,existing paid,used car,2812.0,0.0,7.0,2.0,female div/dep/mar,4.0,real estate,26.0,none,rent,1.0,skilled,1.0,1
36.0,critical/other existing credit,education,8065.0,50.0,2.5,3.0,female div/dep/mar,2.0,no known property,25.0,none,own,2.0,high qualif/self emp/mgmt,1.0,0
21.0,critical/other existing credit,used car,3275.0,50.0,7.0,1.0,male single,4.0,car,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
24.0,critical/other existing credit,radio/tv,2223.0,300.0,7.0,4.0,male single,4.0,life insurance,52.0,bank,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,new car,1480.0,750.0,0.0,2.0,male single,4.0,no known property,66.0,bank,for free,3.0,unemp/unskilled non res,1.0,1
24.0,existing paid,new car,1371.0,0.0,2.5,4.0,female div/dep/mar,4.0,real estate,25.0,none,rent,1.0,skilled,1.0,0
36.0,critical/other existing credit,new car,3535.0,50.0,5.5,4.0,male single,4.0,car,37.0,none,own,2.0,skilled,1.0,1
18.0,existing paid,radio/tv,3509.0,50.0,5.5,4.0,female div/dep/mar,1.0,real estate,25.0,none,own,1.0,skilled,1.0,1
36.0,critical/other existing credit,used car,5711.0,1000.0,7.0,4.0,male single,2.0,car,38.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,repairs,3872.0,50.0,0.0,2.0,female div/dep/mar,4.0,car,67.0,none,own,1.0,skilled,1.0,1
39.0,critical/other existing credit,radio/tv,4933.0,50.0,5.5,2.0,male single,2.0,real estate,25.0,none,own,2.0,skilled,1.0,0
24.0,critical/other existing credit,new car,1940.0,1000.0,7.0,4.0,male single,4.0,real estate,60.0,none,own,1.0,skilled,1.0,1
12.0,no credits/all paid,retraining,1410.0,50.0,2.5,2.0,male single,2.0,real estate,31.0,none,own,1.0,unskilled resident,1.0,1
12.0,existing paid,new car,836.0,300.0,0.5,4.0,female div/dep/mar,2.0,life insurance,23.0,bank,own,1.0,unskilled resident,1.0,0
20.0,existing paid,used car,6468.0,0.0,0.0,1.0,male div/sep,4.0,real estate,60.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,business,1941.0,1000.0,2.5,4.0,male single,2.0,life insurance,35.0,none,own,1.0,unskilled resident,1.0,1
22.0,existing paid,radio/tv,2675.0,750.0,7.0,3.0,male single,4.0,car,40.0,none,own,1.0,skilled,1.0,1
48.0,critical/other existing credit,used car,2751.0,0.0,7.0,4.0,male single,3.0,car,38.0,none,own,2.0,skilled,2.0,1
48.0,delayed previously,education,6224.0,50.0,7.0,4.0,male single,4.0,no known property,50.0,none,for free,1.0,skilled,1.0,0
40.0,critical/other existing credit,education,5998.0,50.0,2.5,4.0,male single,3.0,no known property,27.0,bank,own,1.0,skilled,1.0,0
21.0,existing paid,business,1188.0,50.0,7.0,2.0,female div/dep/mar,4.0,life insurance,39.0,none,own,1.0,skilled,2.0,0
24.0,existing paid,used car,6313.0,0.0,7.0,3.0,male single,4.0,car,41.0,none,own,1.0,high qualif/self emp/mgmt,2.0,1
6.0,critical/other existing credit,furniture/equipment,1221.0,0.0,2.5,1.0,male mar/wid,2.0,life insurance,27.0,none,own,2.0,skilled,1.0,1
24.0,existing paid,furniture/equipment,2892.0,50.0,7.0,3.0,male div/sep,4.0,no known property,51.0,none,for free,1.0,skilled,1.0,1
24.0,existing paid,furniture/equipment,3062.0,750.0,7.0,4.0,male single,3.0,no known property,32.0,none,rent,1.0,skilled,1.0,1
